Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
@SiaranBolaLive Lah debut emyu aja ngoyak jala arsenol,lah debut emyu aja ngoyak jala arsenol,negatif,lah debut emyu aja ngoyak jala arsenol,lah debut emyu aja ngoyak jala arsenol,lah debut emyu saja ngoyak jala arsenol,"['lah', 'debut', 'emyu', 'saja', 'ngoyak', 'jala', 'arsenol']",debut emyu ngoyak jala arsenol
@utdfocusid 1. EMYU 2. MU 3. Manchester United Yang lain ga gue anggap,emyu mu manchester united yang lain ga gue anggap,positif,emyu mu manchester united yang lain ga gue anggap,emyu mu manchester united yang lain ga gue anggap,emyu mu manchester united yang lain enggak gue anggap,"['emyu', 'mu', 'manchester', 'united', 'yang', 'lain', 'enggak', 'gue', 'anggap']",emyu mu manchester united gue anggap
@ManUtd_ID Ah elahh kalah lagi,ah elahh kalah lagi,negatif,ah elahh kalah lagi,ah elahh kalah lagi,ah alah kalah lagi,"['ah', 'alah', 'kalah', 'lagi']",ah alah kalah
@ManUtd_ID mulutku diam tapi hatiku udah pasti sumpah serapah anj,mulutku diam tapi hatiku udah pasti sumpah serapah anj,negatif,mulutku diam tapi hatiku udah pasti sumpah serapah anj,mulutku diam tapi hatiku udah pasti sumpah serapah anj,mulutku diam tapi hatiku sudah pasti sumpah serapah anjing,"['mulutku', 'diam', 'tapi', 'hatiku', 'sudah', 'pasti', 'sumpah', 'serapah', 'anjing']",mulutku diam hatiku sumpah serapah anjing
@ManUtd_ID lumayan nongkrong ke fase knock-out diposisi 3 istirahat dulu bang emyu.... yoook fokus PL konsisten jalur kemenangan..,lumayan nongkrong ke fase knockout diposisi istirahat dulu bang emyu yok fokus pl konsisten jalur kemenangan,positif,lumayan nongkrong ke fase knockout diposisi istirahat dulu bang emyu yok fokus pl konsisten jalur kemenangan,lumayan nongkrong ke fase knockout diposisi istirahat dulu bang emyu yok fokus pl konsisten jalur kemenangan,lumayan nongkrong ke fase knockout diposisi istirahat dulu bang emyu yuk fokus pl konsisten jalur kemenangan,"['lumayan', 'nongkrong', 'ke', 'fase', 'knockout', 'diposisi', 'istirahat', 'dulu', 'bang', 'emyu', 'yuk', 'fokus', 'pl', 'konsisten', 'jalur', 'kemenangan']",lumayan nongkrong fase knockout diposisi istirahat bang emyu yuk fokus pl konsisten jalur kemenangan
@amiiruul_ @ManUtd_ID Udah pasti menang.. ya.. ya ya ya...,udah pasti menang ya ya ya ya,positif,udah pasti menang ya ya ya ya,udah pasti menang ya ya ya ya,sudah pasti menang ya ya ya ya,"['sudah', 'pasti', 'menang', 'ya', 'ya', 'ya', 'ya']",menang ya ya ya ya
@ManUtd_ID MU knp jd begini setelah Alex Ferguson retired? Jd bapukkkk bgt dah.,mu knp jd begini setelah alex ferguson retired jd bapuk bgt dah,negatif,mu knp jd begini setelah alex ferguson retired jd bapuk bgt dah,mu knp jd begini setelah alex ferguson retired jd bapuk bgt dah,mu kenapa jadi begini setelah alex ferguson retired jadi bapuk banget deh,"['mu', 'kenapa', 'jadi', 'begini', 'setelah', 'alex', 'ferguson', 'retired', 'jadi', 'bapuk', 'banget', 'deh']",mu alex ferguson retired bapuk banget deh
@ManUtd_ID janji ga jadi 13 pas banter sm ipul,janji ga jadi pas banter sm ipul,negatif,janji ga jadi pas banter sm ipul,janji ga jadi pas banter sm ipul,janji enggak jadi pas banter sama ipul,"['janji', 'enggak', 'jadi', 'pas', 'banter', 'sama', 'ipul']",janji pas banter ipul
@gurlfromisland @idextratime @earthalap berisik emyu,berisik emyu,netral,berisik emyu,berisik emyu,berisik emyu,"['berisik', 'emyu']",berisik emyu
@utdfocusid @bliblidotcom Makan taek lu munyuk @ManUtd_ID @ManUtd,makan taek lu munyuk,negatif,makan taek lu munyuk,makan taek lu munyuk,makan tahi lu munyuk,"['makan', 'tahi', 'lu', 'munyuk']",makan tahi lu munyuk
@ManUtd_ID Berad,berad,negatif,berad,berad,berad,['berad'],berad
FT: Premier League Kerrennnn King Emyu tahan imbang Tuan rumah dengan skor 0-0. Hasil skor Aston Villa vs Manchester United di liga inggris. Aston Villa 0-0 Manchester United https://t.co/MeIkSqfKIY,ft premier league kerren king emyu tahan imbang tuan rumah dengan skor hasil skor aston villa vs manchester united di liga inggris aston villa manchester united,positif,ft premier league kerren king emyu tahan imbang tuan rumah dengan skor hasil skor aston villa vs manchester united di liga inggris aston villa manchester united,ft premier league kerren king emyu tahan imbang tuan rumah dengan skor hasil skor aston villa vs manchester united di liga inggris aston villa manchester united,ft premier league kerren king emyu tahan imbang tuan rumah dengan skor hasil skor aston villa vs manchester united di liga inggris aston villa manchester united,"['ft', 'premier', 'league', 'kerren', 'king', 'emyu', 'tahan', 'imbang', 'tuan', 'rumah', 'dengan', 'skor', 'hasil', 'skor', 'aston', 'villa', 'vs', 'manchester', 'united', 'di', 'liga', 'inggris', 'aston', 'villa', 'manchester', 'united']",ft premier league kerren king emyu tahan imbang tuan rumah skor hasil skor aston villa vs manchester united liga inggris aston villa manchester united
@icalPBSI15 @ManUtd_ID Arsenol dapat hikmahnya,arsenol dapat hikmahnya,positif,arsenol dapat hikmahnya,arsenol dapat hikmahnya,arsenol dapat hikmahnya,"['arsenol', 'dapat', 'hikmahnya']",arsenol hikmahnya
Suara Fans Manchester United Usai Lawan Liverpool: Bangga Dong Tapi Harusnya Emyu Menang Sih Baca Selengkapnya Â» https://t.co/KlEIxjyssp #L858 #beritabolaterkini #beritabolaterbaru #beritaBola https://t.co/mf6aHXazF4,suara fans manchester united usai lawan liverpool bangga dong tapi harusnya emyu menang sih baca selengkapnya l beritabolaterkini beritabolaterbaru beritabola,positif,suara fans manchester united usai lawan liverpool bangga dong tapi harusnya emyu menang sih baca selengkapnya l beritabolaterkini beritabolaterbaru beritabola,suara fans manchester united usai lawan liverpool bangga dong tapi harusnya emyu menang sih baca selengkapnya l beritabolaterkini beritabolaterbaru beritabola,suara fan manchester united usai lawan liverpool bangga dong tapi harusnya emyu menang sih baca selengkapnya l beritabolaterkini beritabolaterbaru beritabola,"['suara', 'fan', 'manchester', 'united', 'usai', 'lawan', 'liverpool', 'bangga', 'dong', 'tapi', 'harusnya', 'emyu', 'menang', 'sih', 'baca', 'selengkapnya', 'l', 'beritabolaterkini', 'beritabolaterbaru', 'beritabola']",suara fan manchester united lawan liverpool bangga emyu menang sih baca selengkapnya l beritabolaterkini beritabolaterbaru beritabola
@ManUtd_ID Wkwkwk hastag nya marah marah EmyuNgnTot,wkwkwk hastag nya marah marah emyungntot,negatif,wkwkwk hastag nya marah marah emyungntot,wkwkwk hastag nya marah marah emyungntot,wkwkwk hastag nya marah marah emyungntot,"['wkwkwk', 'hastag', 'nya', 'marah', 'marah', 'emyungntot']",wkwkwk hastag nya marah marah emyungntot
Abang baru banyak ternyata typing di atas banyak typonya. Maaf kemarin sambil ngantuk. Diving abang udah sedalam Samudera Pasifik nih adek mau bantuin ta? Keren banget kita emang harus bahagia tiap hari. Kalo abang singkat saja karna Manchester United.,abang baru banyak ternyata typing di atas banyak typonya maaf kemarin sambil ngantuk diving abang udah sedalam samudera pasifik nih adek mau bantuin ta keren banget kita emang harus bahagia tiap hari kalo abang singkat saja karna manchester united,positif,abang baru banyak ternyata typing di atas banyak typonya maaf kemarin sambil ngantuk diving abang udah sedalam samudera pasifik nih adek mau bantuin ta keren banget kita emang harus bahagia tiap hari kalo abang singkat saja karna manchester united,abang baru banyak ternyata typing di atas banyak typonya maaf kemarin sambil ngantuk diving abang udah sedalam samudera pasifik nih adek mau bantuin ta keren banget kita emang harus bahagia tiap hari kalo abang singkat saja karna manchester united,abang baru banyak ternyata typing di atas banyak typonya maaf kemarin sambil ngantuk diving abang sudah sedalam samudera pasifik nih adek mau bantuin ta keren banget kita memang harus bahagia tiap hari kalo abang singkat saja karena manchester united,"['abang', 'baru', 'banyak', 'ternyata', 'typing', 'di', 'atas', 'banyak', 'typonya', 'maaf', 'kemarin', 'sambil', 'ngantuk', 'diving', 'abang', 'sudah', 'sedalam', 'samudera', 'pasifik', 'nih', 'adek', 'mau', 'bantuin', 'ta', 'keren', 'banget', 'kita', 'memang', 'harus', 'bahagia', 'tiap', 'hari', 'kalo', 'abang', 'singkat', 'saja', 'karena', 'manchester', 'united']",abang typing typonya maaf kemarin ngantuk diving abang sedalam samudera pasifik nih adek bantuin ta keren banget bahagia kalo abang singkat manchester united
@ManUtd_ID Kipermu pekok iseh dipasang ae,kipermu pekok iseh dipasang ae,negatif,kipermu pekok iseh dipasang ae,kipermu pekok iseh dipasang ae,kipermu pekok iseh dipasang saja,"['kipermu', 'pekok', 'iseh', 'dipasang', 'saja']",kipermu pekok iseh dipasang
Rumor transfer terbaru: - Arsenal berminat pada Nico Williams dari Athletic Bilbao. - Manchester United berhasil amankan kesepakatan â¬100 juta untuk Gyokeres. Sumber: @FootballTransfers #Arsenal #ManchesterUnited #Emyu #Gyokeres #nicowilliams,rumor transfer terbaru arsenal berminat pada nico williams dari athletic bilbao manchester united berhasil amankan kesepakatan juta untuk gyokeres sumber arsenal manchesterunited emyu gyokeres nicowilliams,netral,rumor transfer terbaru arsenal berminat pada nico williams dari athletic bilbao manchester united berhasil amankan kesepakatan juta untuk gyokeres sumber arsenal manchesterunited emyu gyokeres nicowilliams,rumor transfer terbaru arsenal berminat pada nico williams dari athletic bilbao manchester united berhasil amankan kesepakatan juta untuk gyokeres sumber arsenal manchesterunited emyu gyokeres nicowilliams,rumor transfer terbaru arsenal berminat pada nico williams dari athletic bilbao manchester united berhasil amankan kesepakatan juta untuk gyokeres sumber arsenal manchesterunited emyu gyokeres nicowilliams,"['rumor', 'transfer', 'terbaru', 'arsenal', 'berminat', 'pada', 'nico', 'williams', 'dari', 'athletic', 'bilbao', 'manchester', 'united', 'berhasil', 'amankan', 'kesepakatan', 'juta', 'untuk', 'gyokeres', 'sumber', 'arsenal', 'manchesterunited', 'emyu', 'gyokeres', 'nicowilliams']",rumor transfer terbaru arsenal berminat nico williams athletic bilbao manchester united berhasil amankan kesepakatan juta gyokeres sumber arsenal manchesterunited emyu gyokeres nicowilliams
@Narcisseuu @panjiraden Kalo blunder mah engga bang dia emang nganggep match2 saat ini ya kayak preseason dia Liat kualitas pemain emyu makanya di coba semua. Biar akhir musim bisa rombak juga. United sbnarnya udh oke defensifnya emng OP aja skema corner,kalo blunder mah engga bang dia emang nganggep match saat ini ya kayak preseason dia liat kualitas pemain emyu makanya di coba semua biar akhir musim bisa rombak juga united sbnarnya udh oke defensifnya emng op aja skema corner,positif,kalo blunder mah engga bang dia emang nganggep match saat ini ya kayak preseason dia liat kualitas pemain emyu makanya di coba semua biar akhir musim bisa rombak juga united sbnarnya udh oke defensifnya emng op aja skema corner,kalo blunder mah engga bang dia emang nganggep match saat ini ya kayak preseason dia liat kualitas pemain emyu makanya di coba semua biar akhir musim bisa rombak juga united sbnarnya udh oke defensifnya emng op aja skema corner,kalo blunder mah enggak bang dia memang nganggep match saat ini ya kayak preseason dia lihat kualitas pemain emyu makanya di coba semua biar akhir musim bisa rombak juga united sebenarnya sudah oke defensifnya memang op saja skema corner,"['kalo', 'blunder', 'mah', 'enggak', 'bang', 'dia', 'memang', 'nganggep', 'match', 'saat', 'ini', 'ya', 'kayak', 'preseason', 'dia', 'lihat', 'kualitas', 'pemain', 'emyu', 'makanya', 'di', 'coba', 'semua', 'biar', 'akhir', 'musim', 'bisa', 'rombak', 'juga', 'united', 'sebenarnya', 'sudah', 'oke', 'defensifnya', 'memang', 'op', 'saja', 'skema', 'corner']",kalo blunder mah bang nganggep match ya kayak preseason lihat kualitas pemain emyu coba biar musim rombak united oke defensifnya op skema corner
Hi..@RubenAmorimx Kasih bocah ini di posisi @AmadDiallox dgn peran Inside Forward. Bukan winger... dan Kalian para fans akan melihat sesuatu yg berbeda. #MUFC #Emyu #ManchesterUnited https://t.co/YV3Em6Nunh,hi kasih bocah ini di posisi dgn peran inside forward bukan winger dan kalian para fans akan melihat sesuatu yg berbeda mufc emyu manchesterunited,netral,hi kasih bocah ini di posisi dgn peran inside forward bukan winger dan kalian para fans akan melihat sesuatu yg berbeda mufc emyu manchesterunited,hi kasih bocah ini di posisi dgn peran inside forward bukan winger dan kalian para fans akan melihat sesuatu yg berbeda mufc emyu manchesterunited,hi kasih bocah ini di posisi dengan peran inside forward bukan winger dan kalian para fan akan melihat sesuatu yang berbeda mufc emyu manchesterunited,"['hi', 'kasih', 'bocah', 'ini', 'di', 'posisi', 'dengan', 'peran', 'inside', 'forward', 'bukan', 'winger', 'dan', 'kalian', 'para', 'fan', 'akan', 'melihat', 'sesuatu', 'yang', 'berbeda', 'mufc', 'emyu', 'manchesterunited']",hi kasih bocah posisi peran inside forward winger fan berbeda mufc emyu manchesterunited
@ManUtd_ID Hahaha udah bener ternyata gua tinggal tidur tadi malam emang kagak beres ini tim mainnya busuk gitu gajelas,hahaha udah bener ternyata gua tinggal tidur tadi malam emang kagak beres ini tim mainnya busuk gitu gajelas,positif,hahaha udah bener ternyata gua tinggal tidur tadi malam emang kagak beres ini tim mainnya busuk gitu gajelas,hahaha udah bener ternyata gua tinggal tidur tadi malam emang kagak beres ini tim mainnya busuk gitu gajelas,hahaha sudah benar ternyata gua tinggal tidur tadi malam memang kagak beres ini tim mainnya busuk begitu enggak jelas,"['hahaha', 'sudah', 'benar', 'ternyata', 'gua', 'tinggal', 'tidur', 'tadi', 'malam', 'memang', 'kagak', 'beres', 'ini', 'tim', 'mainnya', 'busuk', 'begitu', 'enggak', 'jelas']",hahaha gua tinggal tidur malam kagak beres tim mainnya busuk
iya gitu? emyu + emyu persib + persib timnas + timnas. aw serunyooo nobar/tribun date terus mau satu donggg https://t.co/voaq61A2nK,iya gitu emyu emyu persib persib timnas timnas aw serunyo nobartribun date terus mau satu dong,positif,iya gitu emyu emyu persib persib timnas timnas aw serunyo nobartribun date terus mau satu dong,iya gitu emyu emyu persib persib timnas timnas aw serunyo nobartribun date terus mau satu dong,iya begitu emyu emyu persib persib timnas timnas aw serunyo nobartribun date terus mau satu dong,"['iya', 'begitu', 'emyu', 'emyu', 'persib', 'persib', 'timnas', 'timnas', 'aw', 'serunyo', 'nobartribun', 'date', 'terus', 'mau', 'satu', 'dong']",iya emyu emyu persib persib timnas timnas aw serunyo nobartribun date
@ManUtd_ID terserah dah mau ngapain klo gak mau menang bubar aja kiper jelek dipasang terus striker gak bisa apa apa cross ke dalam box jg gak bisa shoot gbs on target main apaan dah sbnrnya?,terserah dah mau ngapain klo gak mau menang bubar aja kiper jelek dipasang terus striker gak bisa apa apa cross ke dalam box jg gak bisa shoot gbs on target main apaan dah sbnrnya,positif,terserah dah mau ngapain klo gak mau menang bubar aja kiper jelek dipasang terus striker gak bisa apa apa cross ke dalam box jg gak bisa shoot gbs on target main apaan dah sbnrnya,terserah dah mau ngapain klo gak mau menang bubar aja kiper jelek dipasang terus striker gak bisa apa apa cross ke dalam box jg gak bisa shoot gbs on target main apaan dah sbnrnya,terserah deh mau mengapai kalo enggak mau menang bubar saja kiper jelek dipasang terus striker enggak bisa apa apa cross ke dalam box juga enggak bisa shoot enggak bisa on target main apaan deh sbnrnya,"['terserah', 'deh', 'mau', 'mengapai', 'kalo', 'enggak', 'mau', 'menang', 'bubar', 'saja', 'kiper', 'jelek', 'dipasang', 'terus', 'striker', 'enggak', 'bisa', 'apa', 'apa', 'cross', 'ke', 'dalam', 'box', 'juga', 'enggak', 'bisa', 'shoot', 'enggak', 'bisa', 'on', 'target', 'main', 'apaan', 'deh', 'sbnrnya']",terserah deh mengapai kalo menang bubar kiper jelek dipasang striker cross box shoot on target main deh sbnrnya
@gianpra @ManUtd_ID Sabar koh.. mau diganti sama allegri,sabar koh mau diganti sama allegri,positif,sabar koh mau diganti sama allegri,sabar koh mau diganti sama allegri,sabar koh mau diganti sama allegri,"['sabar', 'koh', 'mau', 'diganti', 'sama', 'allegri']",sabar koh diganti allegri
@ManUtd_ID Ini tim seminggu ga ada latihan apa? Gini gini aja maen nya,ini tim seminggu ga ada latihan apa gini gini aja maen nya,positif,ini tim seminggu ga ada latihan apa gini gini aja maen nya,ini tim seminggu ga ada latihan apa gini gini aja maen nya,ini tim seminggu enggak ada latihan apa begini begini saja main nya,"['ini', 'tim', 'seminggu', 'enggak', 'ada', 'latihan', 'apa', 'begini', 'begini', 'saja', 'main', 'nya']",tim seminggu latihan main nya
@bangzharfan @erirendy5 @ManUtd_ID Wkwkw mancing,wkwkw mancing,positif,wkwkw mancing,wkwkw mancing,wkwkw mancing,"['wkwkw', 'mancing']",wkwkw mancing
emyu yo eben https://t.co/U7o6CHEWC6,emyu yo eben,netral,emyu yo eben,emyu yo eben,emyu ya eben,"['emyu', 'ya', 'eben']",emyu ya eben
@ManUtd_ID Malu maluin bgt sumpah najis,malu maluin bgt sumpah najis,negatif,malu maluin bgt sumpah najis,malu maluin bgt sumpah najis,malu maluin banget sumpah najis,"['malu', 'maluin', 'banget', 'sumpah', 'najis']",malu maluin banget sumpah najis
@ManUtd_ID emang rada rada,emang rada rada,negatif,emang rada rada,emang rada rada,memang rada rada,"['memang', 'rada', 'rada']",rada rada
