Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
"Rashford diistirahatkan dulu ganti garna, RW biar diisi Amad. Kemaren kita kurang dari sisi pressing ngejar bola  rasford bikin sisi kanan lawan leluasa karena dia sering telat turun karena mager. Sepertinya duta mager diteruskan ke rashford",rashford diistirahatkan dulu ganti garna rw biar diisi amad kemaren kita kurang dari sisi pressing ngejar bola rasford bikin sisi kanan lawan leluasa karena dia sering telat turun karena mager sepertinya duta mager diteruskan ke rashford,negatif,rashford diistirahatkan dulu ganti garna rw biar diisi amad kemaren kita kurang dari sisi pressing ngejar bola rasford bikin sisi kanan lawan leluasa karena dia sering telat turun karena mager sepertinya duta mager diteruskan ke rashford,rashford diistirahatkan dulu ganti garna rw biar diisi amad kemaren kita kurang dari sisi pressing ngejar bola rasford bikin sisi kanan lawan leluasa karena dia sering telat turun karena mager sepertinya duta mager diteruskan ke rashford,rashford diistirahatkan dulu ganti garna rw biar diisi amad kemarin kita kurang dari sisi pressing ngejar bola rasford bikin sisi kanan lawan leluasa karena dia sering telat turun karena mager sepertinya duta mager diteruskan ke rashford,"['rashford', 'diistirahatkan', 'dulu', 'ganti', 'garna', 'rw', 'biar', 'diisi', 'amad', 'kemarin', 'kita', 'kurang', 'dari', 'sisi', 'pressing', 'ngejar', 'bola', 'rasford', 'bikin', 'sisi', 'kanan', 'lawan', 'leluasa', 'karena', 'dia', 'sering', 'telat', 'turun', 'karena', 'mager', 'sepertinya', 'duta', 'mager', 'diteruskan', 'ke', 'rashford']",rashford diistirahatkan ganti garna rw biar diisi amad kemarin sisi pressing ngejar bola rasford bikin sisi kanan lawan leluasa telat turun mager duta mager diteruskan rashford
Salah si botak sih ini,salah si botak sih ini,negatif,salah si botak sih ini,salah si botak sih ini,salah sih botak sih ini,"['salah', 'sih', 'botak', 'sih', 'ini']",salah sih botak sih
@danurbrhmnthaji seru bang,seru bang,positif,seru bang,seru bang,seru bang,"['seru', 'bang']",seru bang
"Ruben Amorim sudah mulai membawa perubahan positif, meskipun kami hanya bermain imbang, saya melihat ada peningkatan dalam filosofi permainan.",ruben amorim sudah mulai membawa perubahan positif meskipun kami hanya bermain imbang saya melihat ada peningkatan dalam filosofi permainan,positif,ruben amorim sudah mulai membawa perubahan positif meskipun kami hanya bermain imbang saya melihat ada peningkatan dalam filosofi permainan,ruben amorim sudah mulai membawa perubahan positif meskipun kami hanya bermain imbang saya melihat ada peningkatan dalam filosofi permainan,ruben amorim sudah mulai membawa perubahan positif meskipun kami hanya bermain imbang saya melihat ada peningkatan dalam filosofi permainan,"['ruben', 'amorim', 'sudah', 'mulai', 'membawa', 'perubahan', 'positif', 'meskipun', 'kami', 'hanya', 'bermain', 'imbang', 'saya', 'melihat', 'ada', 'peningkatan', 'dalam', 'filosofi', 'permainan']",ruben amorim membawa perubahan positif bermain imbang peningkatan filosofi permainan
"dalot mah udah mentok wkwk gw aja lebih suka awb dulu walaupun nyerang ga bagus seenggaknya tanggung jawab di daerahnya , tapi banyak fans bilang âÃÃºpertahanan terbaik adalah menyerangâÃÃ¹ makan tuh . Gol pertama kemana dalot? Off position hbs nyerang",dalot mah udah mentok wkwk gw aja lebih suka awb dulu walaupun nyerang ga bagus seenggaknya tanggung jawab di daerahnya tapi banyak fans bilang pertahanan terbaik adalah menyerang makan tuh gol pertama kemana dalot off position hbs nyerang,positif,dalot mah udah mentok wkwk gw aja lebih suka awb dulu walaupun nyerang ga bagus seenggaknya tanggung jawab di daerahnya tapi banyak fans bilang pertahanan terbaik adalah menyerang makan tuh gol pertama kemana dalot off position hbs nyerang,dalot mah udah mentok wkwk gw aja lebih suka awb dulu walaupun nyerang ga bagus seenggaknya tanggung jawab di daerahnya tapi banyak fans bilang pertahanan terbaik adalah menyerang makan tuh gol pertama kemana dalot off position hbs nyerang,dalot mah sudah mentok wkwk gue saja lebih suka awb dulu walaupun menyerang enggak bagus seenggaknya tanggung jawab di daerahnya tapi banyak fan bilang pertahanan terbaik adalah menyerang makan tuh gol pertama kemana dalot off position habis menyerang,"['dalot', 'mah', 'sudah', 'mentok', 'wkwk', 'gue', 'saja', 'lebih', 'suka', 'awb', 'dulu', 'walaupun', 'menyerang', 'enggak', 'bagus', 'seenggaknya', 'tanggung', 'jawab', 'di', 'daerahnya', 'tapi', 'banyak', 'fan', 'bilang', 'pertahanan', 'terbaik', 'adalah', 'menyerang', 'makan', 'tuh', 'gol', 'pertama', 'kemana', 'dalot', 'off', 'position', 'habis', 'menyerang']",dalot mah mentok wkwk gue suka awb menyerang bagus seenggaknya tanggung daerahnya fan bilang pertahanan terbaik menyerang makan tuh gol kemana dalot off position habis menyerang
Altay refleknya lebih bagus daripada Onana,altay refleknya lebih bagus daripada onana,positif,altay refleknya lebih bagus daripada onana,altay refleknya lebih bagus daripada onana,altay refleknya lebih bagus daripada onana,"['altay', 'refleknya', 'lebih', 'bagus', 'daripada', 'onana']",altay refleknya bagus onana
Semangat terus! Kita pasti bisa meraih kemenangan!,semangat terus kita pasti bisa meraih kemenangan,positif,semangat terus kita pasti bisa meraih kemenangan,semangat terus kita pasti bisa meraih kemenangan,semangat terus kita pasti bisa meraih kemenangan,"['semangat', 'terus', 'kita', 'pasti', 'bisa', 'meraih', 'kemenangan']",semangat meraih kemenangan
dari sekian banyak yg cedera merasa banget kehilangan amad dialoï£¿Ã¼Ã²Â¢,dari sekian banyak yg cedera merasa banget kehilangan amad dialo,positif,dari sekian banyak yg cedera merasa banget kehilangan amad dialo,dari sekian banyak yg cedera merasa banget kehilangan amad dialo,dari sekian banyak yang cedera merasa banget kehilangan amad dialo,"['dari', 'sekian', 'banyak', 'yang', 'cedera', 'merasa', 'banget', 'kehilangan', 'amad', 'dialo']",sekian cedera banget kehilangan amad dialo
Dr kemarin yg masalah ya pelatihnya anak emas teros yg dimainin,dr kemarin yg masalah ya pelatihnya anak emas teros yg dimainin,negatif,dr kemarin yg masalah ya pelatihnya anak emas teros yg dimainin,dr kemarin yg masalah ya pelatihnya anak emas teros yg dimainin,dari kemarin yang masalah ya pelatihnya anak emas teros yang dimainin,"['dari', 'kemarin', 'yang', 'masalah', 'ya', 'pelatihnya', 'anak', 'emas', 'teros', 'yang', 'dimainin']",kemarin ya pelatihnya anak emas teros dimainin
kiper kocak,kiper kocak,negatif,kiper kocak,kiper kocak,kiper kocak,"['kiper', 'kocak']",kiper kocak
"Gak sabar nunggu MU lawan City, semoga bisa tampil lebih baik.",gak sabar nunggu mu lawan city semoga bisa tampil lebih baik,positif,gak sabar nunggu mu lawan city semoga bisa tampil lebih baik,gak sabar nunggu mu lawan city semoga bisa tampil lebih baik,enggak sabar nunggu mu lawan city semoga bisa tampil lebih baik,"['enggak', 'sabar', 'nunggu', 'mu', 'lawan', 'city', 'semoga', 'bisa', 'tampil', 'lebih', 'baik']",sabar nunggu mu lawan city semoga tampil
"Board MU bodoh banget pecat Ten Hag, Amorim cuma pelatih kelas teri dari liga Portugal!",board mu bodoh banget pecat ten hag amorim cuma pelatih kelas teri dari liga portugal,negatif,board mu bodoh banget pecat ten hag amorim cuma pelatih kelas teri dari liga portugal,board mu bodoh banget pecat ten hag amorim cuma pelatih kelas teri dari liga portugal,board mu bodoh banget pecat ten hag amorim cuma pelatih kelas teri dari liga portugal,"['board', 'mu', 'bodoh', 'banget', 'pecat', 'ten', 'hag', 'amorim', 'cuma', 'pelatih', 'kelas', 'teri', 'dari', 'liga', 'portugal']",board mu bodoh banget pecat ten hag amorim pelatih kelas teri liga portugal
Akhirnya kalahï£¿Ã¼Ã³Ã¸,akhirnya kalah,negatif,akhirnya kalah,akhirnya kalah,akhirnya kalah,"['akhirnya', 'kalah']",kalah
yaelah kalah nih,yaelah kalah nih,negatif,yaelah kalah nih,yaelah kalah nih,yaelah kalah nih,"['yaelah', 'kalah', 'nih']",yaelah kalah nih
maino ganti,maino ganti,netral,maino ganti,maino ganti,maino ganti,"['maino', 'ganti']",maino ganti
dan selalu bikin gebrakan spektakuler ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,dan selalu bikin gebrakan spektakuler,positif,dan selalu bikin gebrakan spektakuler,dan selalu bikin gebrakan spektakuler,dan selalu bikin gebrakan spektakuler,"['dan', 'selalu', 'bikin', 'gebrakan', 'spektakuler']",bikin gebrakan spektakuler
"Bapuk anyg , udah emang ccok bgt gamasuk ucl , kalo masuk selesai abis di gonol",bapuk anyg udah emang ccok bgt gamasuk ucl kalo masuk selesai abis di gonol,negatif,bapuk anyg udah emang ccok bgt gamasuk ucl kalo masuk selesai abis di gonol,bapuk anyg udah emang ccok bgt gamasuk ucl kalo masuk selesai abis di gonol,bapuk anyg sudah memang cocok banget gamasuk ucl kalo masuk selesai habis di gonol,"['bapuk', 'anyg', 'sudah', 'memang', 'cocok', 'banget', 'gamasuk', 'ucl', 'kalo', 'masuk', 'selesai', 'habis', 'di', 'gonol']",bapuk anyg cocok banget gamasuk ucl kalo masuk selesai habis gonol
gatau lagi dahï£¿Ã¼Ã²Â¢,gatau lagi dah,negatif,gatau lagi dah,gatau lagi dah,enggak tau lagi deh,"['enggak', 'tau', 'lagi', 'deh']",tau deh
"Kemenangan 4-0 buat MU! Amorim mulai tunjukkan kualitasnya, tapi masih ada beberapa kelemahan di pertahanan.",kemenangan buat mu amorim mulai tunjukkan kualitasnya tapi masih ada beberapa kelemahan di pertahanan,positif,kemenangan buat mu amorim mulai tunjukkan kualitasnya tapi masih ada beberapa kelemahan di pertahanan,kemenangan buat mu amorim mulai tunjukkan kualitasnya tapi masih ada beberapa kelemahan di pertahanan,kemenangan buat mu amorim mulai tunjukkan kualitasnya tapi masih ada beberapa kelemahan di pertahanan,"['kemenangan', 'buat', 'mu', 'amorim', 'mulai', 'tunjukkan', 'kualitasnya', 'tapi', 'masih', 'ada', 'beberapa', 'kelemahan', 'di', 'pertahanan']",kemenangan mu amorim tunjukkan kualitasnya kelemahan pertahanan
"@theprotagonist00 iya bisa dibilang flop karena dibeli mahal tapi gak bisa membantu tim karena langganan cedera,,, mantan chelsea yg bagus dan bisa diandalkan tim cuma Matic dan Mata yg selalu jadi andalan skuad MU,,",iya bisa dibilang flop karena dibeli mahal tapi gak bisa membantu tim karena langganan cedera mantan chelsea yg bagus dan bisa diandalkan tim cuma matic dan mata yg selalu jadi andalan skuad mu,positif,iya bisa dibilang flop karena dibeli mahal tapi gak bisa membantu tim karena langganan cedera mantan chelsea yg bagus dan bisa diandalkan tim cuma matic dan mata yg selalu jadi andalan skuad mu,iya bisa dibilang flop karena dibeli mahal tapi gak bisa membantu tim karena langganan cedera mantan chelsea yg bagus dan bisa diandalkan tim cuma matic dan mata yg selalu jadi andalan skuad mu,iya bisa dibilang flop karena dibeli mahal tapi enggak bisa membantu tim karena langganan cedera mantan chelsea yang bagus dan bisa diandalkan tim cuma matic dan mata yang selalu jadi andalan skuad mu,"['iya', 'bisa', 'dibilang', 'flop', 'karena', 'dibeli', 'mahal', 'tapi', 'enggak', 'bisa', 'membantu', 'tim', 'karena', 'langganan', 'cedera', 'mantan', 'chelsea', 'yang', 'bagus', 'dan', 'bisa', 'diandalkan', 'tim', 'cuma', 'matic', 'dan', 'mata', 'yang', 'selalu', 'jadi', 'andalan', 'skuad', 'mu']",iya dibilang flop dibeli mahal membantu tim langganan cedera mantan chelsea bagus diandalkan tim matic mata andalan skuad mu
Skip.,skip,negatif,skip,skip,skip,['skip'],skip
"@ivn.maulana eh, gimana sih bang? ï£¿Ã¼Ã²Ã gua pendukung Bayindir 100%",maulana eh gimana sih bang gua pendukung bayindir,negatif,maulana eh gimana sih bang gua pendukung bayindir,maulana eh gimana sih bang gua pendukung bayindir,maulana eh bagaimana sih bang gua pendukung bayindir,"['maulana', 'eh', 'bagaimana', 'sih', 'bang', 'gua', 'pendukung', 'bayindir']",maulana eh sih bang gua pendukung bayindir
@sutansyah_1310 pelatih badut,pelatih badut,negatif,pelatih badut,pelatih badut,pelatih badut,"['pelatih', 'badut']",pelatih badut
"Malacia sedikit kesulitan dalam menghadapi pemain sayap Brighton, namun dia tetap solid di pertahanan.",malacia sedikit kesulitan dalam menghadapi pemain sayap brighton namun dia tetap solid di pertahanan,netral,malacia sedikit kesulitan dalam menghadapi pemain sayap brighton namun dia tetap solid di pertahanan,malacia sedikit kesulitan dalam menghadapi pemain sayap brighton namun dia tetap solid di pertahanan,malacia sedikit kesulitan dalam menghadapi pemain sayap brighton namun dia tetap solid di pertahanan,"['malacia', 'sedikit', 'kesulitan', 'dalam', 'menghadapi', 'pemain', 'sayap', 'brighton', 'namun', 'dia', 'tetap', 'solid', 'di', 'pertahanan']",malacia kesulitan menghadapi pemain sayap brighton solid pertahanan
kalaaaah,kalah,negatif,kalah,kalah,kalah,['kalah'],kalah
Ye wayahe out kalik,ye wayahe out kalik,negatif,ye wayahe out kalik,ye wayahe out kalik,ye wayahe out kalik,"['ye', 'wayahe', 'out', 'kalik']",ye wayahe out kalik
"Amorim lebih aktif di pinggir lapangan, memberikan instruksi langsung.",amorim lebih aktif di pinggir lapangan memberikan instruksi langsung,positif,amorim lebih aktif di pinggir lapangan memberikan instruksi langsung,amorim lebih aktif di pinggir lapangan memberikan instruksi langsung,amorim lebih aktif di pinggir lapangan memberikan instruksi langsung,"['amorim', 'lebih', 'aktif', 'di', 'pinggir', 'lapangan', 'memberikan', 'instruksi', 'langsung']",amorim aktif pinggir lapangan instruksi langsung
Semua fans MU jg tau ini min. jelaslahh semua fans MU ingin wingernya tuh granacho dan amad lahh.,semua fans mu jg tau ini min jelaslahh semua fans mu ingin wingernya tuh granacho dan amad lahh,positif,semua fans mu jg tau ini min jelaslahh semua fans mu ingin wingernya tuh granacho dan amad lahh,semua fans mu jg tau ini min jelaslahh semua fans mu ingin wingernya tuh granacho dan amad lahh,semua fan mu juga tau ini min jelaslahh semua fan mu ingin wingernya tuh granacho dan amad lah,"['semua', 'fan', 'mu', 'juga', 'tau', 'ini', 'min', 'jelaslahh', 'semua', 'fan', 'mu', 'ingin', 'wingernya', 'tuh', 'granacho', 'dan', 'amad', 'lah']",fan mu tau min jelaslahh fan mu wingernya tuh granacho amad
"@jendry.albert strikernya menolak ngoper itu, tiap ngoper kejauhan muluï£¿Ã¼Ã²Ã",albert strikernya menolak ngoper itu tiap ngoper kejauhan mulu,negatif,albert strikernya menolak ngoper itu tiap ngoper kejauhan mulu,albert strikernya menolak ngoper itu tiap ngoper kejauhan mulu,albert strikernya menolak ngoper itu tiap ngoper kejauhan mulu,"['albert', 'strikernya', 'menolak', 'ngoper', 'itu', 'tiap', 'ngoper', 'kejauhan', 'mulu']",albert strikernya menolak ngoper ngoper kejauhan mulu
"@satri0anom22 setidaknya meringankan pengeluaran dr gaji di tanggung chelsea dan jg wajib beli sudah lumayan bang, karna dengan performa yang sekarang sulit juga langsung jual, walaupun emng harga beli gak sesuai sama performa nya saat sebelum di MU",setidaknya meringankan pengeluaran dr gaji di tanggung chelsea dan jg wajib beli sudah lumayan bang karna dengan performa yang sekarang sulit juga langsung jual walaupun emng harga beli gak sesuai sama performa nya saat sebelum di mu,positif,setidaknya meringankan pengeluaran dr gaji di tanggung chelsea dan jg wajib beli sudah lumayan bang karna dengan performa yang sekarang sulit juga langsung jual walaupun emng harga beli gak sesuai sama performa nya saat sebelum di mu,setidaknya meringankan pengeluaran dr gaji di tanggung chelsea dan jg wajib beli sudah lumayan bang karna dengan performa yang sekarang sulit juga langsung jual walaupun emng harga beli gak sesuai sama performa nya saat sebelum di mu,setidaknya meringankan pengeluaran dari gaji di tanggung chelsea dan juga wajib beli sudah lumayan bang karena dengan performa yang sekarang sulit juga langsung jual walaupun memang harga beli enggak sesuai sama performa nya saat sebelum di mu,"['setidaknya', 'meringankan', 'pengeluaran', 'dari', 'gaji', 'di', 'tanggung', 'chelsea', 'dan', 'juga', 'wajib', 'beli', 'sudah', 'lumayan', 'bang', 'karena', 'dengan', 'performa', 'yang', 'sekarang', 'sulit', 'juga', 'langsung', 'jual', 'walaupun', 'memang', 'harga', 'beli', 'enggak', 'sesuai', 'sama', 'performa', 'nya', 'saat', 'sebelum', 'di', 'mu']",meringankan pengeluaran gaji tanggung chelsea wajib beli lumayan bang performa sulit langsung jual harga beli sesuai performa nya mu
@ivn.maulana lah ga percaya takdir lu?.. latihan bentuk dri usaha.. takdir bisa sesuai keinginan klo usaha.. gtu aja ga paham bg.. udah besar jangan pendek pendek pemikirannya..,maulana lah ga percaya takdir lu latihan bentuk dri usaha takdir bisa sesuai keinginan klo usaha gtu aja ga paham bg udah besar jangan pendek pendek pemikirannya,negatif,maulana lah ga percaya takdir lu latihan bentuk dri usaha takdir bisa sesuai keinginan klo usaha gtu aja ga paham bg udah besar jangan pendek pendek pemikirannya,maulana lah ga percaya takdir lu latihan bentuk dri usaha takdir bisa sesuai keinginan klo usaha gtu aja ga paham bg udah besar jangan pendek pendek pemikirannya,maulana lah enggak percaya takdir lu latihan bentuk dari usaha takdir bisa sesuai keinginan kalo usaha begitu saja enggak paham bang sudah besar jangan pendek pendek pemikirannya,"['maulana', 'lah', 'enggak', 'percaya', 'takdir', 'lu', 'latihan', 'bentuk', 'dari', 'usaha', 'takdir', 'bisa', 'sesuai', 'keinginan', 'kalo', 'usaha', 'begitu', 'saja', 'enggak', 'paham', 'bang', 'sudah', 'besar', 'jangan', 'pendek', 'pendek', 'pemikirannya']",maulana percaya takdir lu latihan bentuk usaha takdir sesuai kalo usaha paham bang pendek pendek pemikirannya
Mana nih Gnev yang bilang bahwa RASHFORD harus jadi pemain dengan gaji tertinggi diklub karena modal akamsi dan main bagus semusim???,mana nih gnev yang bilang bahwa rashford harus jadi pemain dengan gaji tertinggi diklub karena modal akamsi dan main bagus semusim,positif,mana nih gnev yang bilang bahwa rashford harus jadi pemain dengan gaji tertinggi diklub karena modal akamsi dan main bagus semusim,mana nih gnev yang bilang bahwa rashford harus jadi pemain dengan gaji tertinggi diklub karena modal akamsi dan main bagus semusim,mana nih gnev yang bilang bahwa rashford harus jadi pemain dengan gaji tertinggi diklub karena modal akamsi dan main bagus semusim,"['mana', 'nih', 'gnev', 'yang', 'bilang', 'bahwa', 'rashford', 'harus', 'jadi', 'pemain', 'dengan', 'gaji', 'tertinggi', 'diklub', 'karena', 'modal', 'akamsi', 'dan', 'main', 'bagus', 'semusim']",nih gnev bilang rashford pemain gaji tertinggi diklub modal akamsi main bagus semusim
